source,title,description,content,text,url,publishedAt,date,sentiment_label,confidence,sentiment_score
Yahoo Entertainment,Southwest Airlines Co. (LUV) Target Increased to $35 at Redburn Despite Sell Rating,"Southwest Airlines Co. (NYSE:LUV) is among the 12 Best Very Cheap Stocks to Buy in 2026. On March 5, Rothschild & Co Redburn raised its price target on...","Southwest Airlines Co. (NYSE:LUV) is among the 12 Best Very Cheap Stocks to Buy in 2026. Southwest Airlines Co. (LUV) Target Increased to $35 at Redburn Despite Sell Rating On March 5, Rothschild &…","Southwest Airlines Co. (LUV) Target Increased to $35 at Redburn Despite Sell Rating Southwest Airlines Co. (NYSE:LUV) is among the 12 Best Very Cheap Stocks to Buy in 2026. On March 5, Rothschild & Co Redburn raised its price target on... Southwest Airlines Co. (NYSE:LUV) is among the 12 Best Very Cheap Stocks to Buy in 2026. Southwest Airlines Co. (LUV) Target Increased to $35 at Redburn Despite Sell Rating On March 5, Rothschild &…",https://finance.yahoo.com/news/southwest-airlines-co-luv-target-154147124.html,2026-03-12 15:41:47+00:00,2026-03-12,Neutral,0.0,0
Fortune,Oil hits $100 a barrel and stocks sink as Iran War drags on with no end in sight,"With no clear end in sight, the war with Iran is sending oil prices back to $100 per barrel, and stocks are sinking worldwide on Thursday. The S&P 500 fell 1.1% and is returning to sharp swings following a couple days of relative calm. The Dow Jones Industria…","With no clear end in sight, the war with Iran is sending oil prices back to $100 per barrel, and stocks are sinking worldwide on Thursday.The S&amp;P 500 fell 1.1% and is returning to sharp swings fo…","Oil hits $100 a barrel and stocks sink as Iran War drags on with no end in sight With no clear end in sight, the war with Iran is sending oil prices back to $100 per barrel, and stocks are sinking worldwide on Thursday. The S&P 500 fell 1.1% and is returning to sharp swings following a couple days of relative calm. The Dow Jones Industria… With no clear end in sight, the war with Iran is sending oil prices back to $100 per barrel, and stocks are sinking worldwide on Thursday.The S&amp;P 500 fell 1.1% and is returning to sharp swings fo…",https://fortune.com/2026/03/12/oil-100-barrel-iran-war-stocks-sink/,2026-03-12 17:06:32+00:00,2026-03-12,Neutral,0.0,0
The Times of India,Asian Market | Morgan Stanley flags risks for Asian equities as oil uncertainty looms,Morgan Stanley warns investors about Asian stocks. Rising geopolitical risks and potential oil price shocks are key concerns. The firm suggests selling during market rallies. Asian economies are seen as more vulnerable to elevated oil prices. A bearish sc…,"Global brokerage firm Morgan Stanley has struck a cautious tone on Asian equities, advising investors to use market rallies as opportunities to sell amid rising geopolitical risks and potential energ…","Asian Market | Morgan Stanley flags risks for Asian equities as oil uncertainty looms Morgan Stanley warns investors about Asian stocks. Rising geopolitical risks and potential oil price shocks are key concerns. The firm suggests selling during market rallies. Asian economies are seen as more vulnerable to elevated oil prices. A bearish sc… Global brokerage firm Morgan Stanley has struck a cautious tone on Asian equities, advising investors to use market rallies as opportunities to sell amid rising geopolitical risks and potential energ…",https://economictimes.indiatimes.com/markets/us-stocks/news/asian-market-morgan-stanley-flags-risks-for-asian-equities-as-oil-uncertainty-looms/articleshow/129535971.cms,2026-03-13 03:54:50+00:00,2026-03-13,Neutral,0.0,0
Financial Post,"Asian Stocks Trim Early Losses, Oil Rally Cools: Markets Wrap",Asian stocks pared early declines while S&P 500 futures rose as the US issued a second temporary waiver allowing purchases of Russian oil to help curb surging energy prices.,(Bloomberg) Asian stocks pared early declines while S&amp;P 500 futures rose as the US issued a second temporary waiver allowing purchases of Russian oil to help curb surging energy prices. THIS CON…,"Asian Stocks Trim Early Losses, Oil Rally Cools: Markets Wrap Asian stocks pared early declines while S&P 500 futures rose as the US issued a second temporary waiver allowing purchases of Russian oil to help curb surging energy prices. (Bloomberg) Asian stocks pared early declines while S&amp;P 500 futures rose as the US issued a second temporary waiver allowing purchases of Russian oil to help curb surging energy prices. THIS CON…",https://financialpost.com/pmn/business-pmn/asian-stocks-trim-early-losses-oil-rally-cools-markets-wrap,2026-03-13 04:20:42+00:00,2026-03-13,Neutral,0.0,0
The Times of India,"Why are US stock market futures rising now, and S&P 500 and Dow Jones in green while Nasdaq in red? Wall street futures move, analysts insights and market outlook explained","Why are US stock market futures rising now, and S&P 500 and Dow Jones in green while Nasdaq in red is a question investors are asking after futures moved mixed Thursday night. Markets react to oil price surge, Iran tension, inflation concerns, and upcoming PC…","Why are US stock market futures rising now, and S&amp;P 500 and Dow Jones in green while Nasdaq in red has become a key topic for investors as markets react to several economic and geopolitical devel…","Why are US stock market futures rising now, and S&P 500 and Dow Jones in green while Nasdaq in red? Wall street futures move, analysts insights and market outlook explained Why are US stock market futures rising now, and S&P 500 and Dow Jones in green while Nasdaq in red is a question investors are asking after futures moved mixed Thursday night. Markets react to oil price surge, Iran tension, inflation concerns, and upcoming PC… Why are US stock market futures rising now, and S&amp;P 500 and Dow Jones in green while Nasdaq in red has become a key topic for investors as markets react to several economic and geopolitical devel…",https://economictimes.indiatimes.com/news/international/us/why-are-us-stock-market-futures-rising-now-and-sp-500-and-dow-jones-in-green-while-nasdaq-in-red-wall-street-futures-move-analysts-insights-and-market-outlook-explained-what-should-investors-do-now/articleshow/129537095.cms,2026-03-13 04:47:31+00:00,2026-03-13,Neutral,0.0,0
The Times of India,Bitcoin rebounds toward $72K as US Treasury comments ease oil inflation concerns,"Bitcoin surged towards $72,000 after U.S. Treasury Secretary Scott Bessent addressed market concerns. Cryptocurrencies like Bitcoin and Ethereum saw significant gains. Major altcoins also experienced strong upward movement. This rally added billions to the…","(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new…","Bitcoin rebounds toward $72K as US Treasury comments ease oil inflation concerns Bitcoin surged towards $72,000 after U.S. Treasury Secretary Scott Bessent addressed market concerns. Cryptocurrencies like Bitcoin and Ethereum saw significant gains. Major altcoins also experienced strong upward movement. This rally added billions to the… (What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new…",https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-rebounds-toward-72k-as-us-treasury-comments-ease-oil-inflation-concerns/articleshow/129540037.cms,2026-03-13 06:00:29+00:00,2026-03-13,Neutral,0.0,0
Al Jazeera English,How Israel-US war on Iran puts $50bn in Indian remittances at risk,"The US-Israel war on Iran has caused gas shortages, while nine million Indian expats in the Gulf face uncertainty.","As the United States-Israeli war on Iran completes two weeks, it has triggered a global energy crisis, even as Irans retaliation threatens to pull the rest of the Middle East into the conflict. The …","How Israel-US war on Iran puts $50bn in Indian remittances at risk The US-Israel war on Iran has caused gas shortages, while nine million Indian expats in the Gulf face uncertainty. As the United States-Israeli war on Iran completes two weeks, it has triggered a global energy crisis, even as Irans retaliation threatens to pull the rest of the Middle East into the conflict. The …",https://www.aljazeera.com/news/2026/3/13/how-israel-us-war-on-iran-puts-50bn-in-indian-remittances-at-risk,2026-03-13 06:06:24+00:00,2026-03-13,Neutral,0.0,0
Hurriyet Daily News,Oil holds above $100 and stocks fall as Khamenei targets Hormuz,Oil prices held around $100 Friday and most equity markets dropped after Iran's leader called for the blocking of the crucial Strait of Hormuz and opening up of new fronts in the war against the United States and Israel.,"TEHRAN A man walks along the shore as oil tankers and cargo ships line up in the Strait of Hormuz, seen from Khor Fakkan, United Arab Emirates, Wednesday, March 11, 2026. (AP Photo/Altaf Qadri) Oil…","Oil holds above $100 and stocks fall as Khamenei targets Hormuz Oil prices held around $100 Friday and most equity markets dropped after Iran's leader called for the blocking of the crucial Strait of Hormuz and opening up of new fronts in the war against the United States and Israel. TEHRAN A man walks along the shore as oil tankers and cargo ships line up in the Strait of Hormuz, seen from Khor Fakkan, United Arab Emirates, Wednesday, March 11, 2026. (AP Photo/Altaf Qadri) Oil…",https://www.hurriyetdailynews.com/oil-holds-above-100-and-stocks-fall-as-khamenei-targets-hormuz-219916,2026-03-13 06:15:12+00:00,2026-03-13,Neutral,0.0,0
CoinDesk,"Bitcoin's early crash to $60,000 now looks like a warning for stocks","Bitcoin has once again acted as a leading indicator for risk assets, plunging sharply before the ongoing global stock market swoon.","Many see bitcoin BTC $71,329.00 as a safe-haven and store-of-value asset, like gold. But some currency traders treat it as a lead indicator for broader market mood, and they've been proven right aga…","Bitcoin's early crash to $60,000 now looks like a warning for stocks Bitcoin has once again acted as a leading indicator for risk assets, plunging sharply before the ongoing global stock market swoon. Many see bitcoin BTC $71,329.00 as a safe-haven and store-of-value asset, like gold. But some currency traders treat it as a lead indicator for broader market mood, and they've been proven right aga…",https://www.coindesk.com/markets/2026/03/13/bitcoin-crashed-first-now-stocks-follow-cementing-btc-s-lead-indicator-cred,2026-03-13 07:24:03+00:00,2026-03-13,Neutral,0.0,0
CoinDesk,"Bitcoin holds above $71,000, defying rising dollar, oil and U.S. bond yields","Stronger dollar, rising Treasury yields, and tech equities treading water contrast with bitcoin’s resilience amid geopolitical tensions.","Bitcoin BTC $72,301.23 rose above $71,500 on Friday, outperforming U.S. equities even as the dollar strengthened and oil prices remained elevated as the war with Iran was set to enter its third week…","Bitcoin holds above $71,000, defying rising dollar, oil and U.S. bond yields Stronger dollar, rising Treasury yields, and tech equities treading water contrast with bitcoin’s resilience amid geopolitical tensions. Bitcoin BTC $72,301.23 rose above $71,500 on Friday, outperforming U.S. equities even as the dollar strengthened and oil prices remained elevated as the war with Iran was set to enter its third week…",https://www.coindesk.com/markets/2026/03/13/bitcoin-holds-above-usd71-000-defying-rising-dollar-oil-and-u-s-bond-yields,2026-03-13 09:32:45+00:00,2026-03-13,Neutral,0.0,0
Cointelegraph,Bitcoin 'passing geopolitical stress test' as BTC price spikes above $72K,"Bitcoin price analysis saw conditions slowly ""building"" to support a breakout as BTC emerged as the strongest macro performer since the Iran conflict began.",Bitcoin (BTC) hit eight-day highs into Fridays Wall Street open as markets awaited key US inflation cues. Key points: <ul><li>Bitcoin shows resilience despite macro market uncertainty with another …,"Bitcoin 'passing geopolitical stress test' as BTC price spikes above $72K Bitcoin price analysis saw conditions slowly ""building"" to support a breakout as BTC emerged as the strongest macro performer since the Iran conflict began. Bitcoin (BTC) hit eight-day highs into Fridays Wall Street open as markets awaited key US inflation cues. Key points: <ul><li>Bitcoin shows resilience despite macro market uncertainty with another …",https://cointelegraph.com/markets/bitcoin-passing-geopolitical-stress-test-btc-price-spikes-above-72k,2026-03-13 09:58:54+00:00,2026-03-13,Neutral,0.0,0
CNA,"Iran war unlikely to have prolonged impact on stock markets, analysts say","Staying invested in the stock market is likely the best strategy for investors amid volatility from the war in the Middle East, analysts said.","SINGAPORE: Staying invested in the stock market is likely the best strategy for investors amid volatility arising from the war in the Middle East, according to analysts. ""Military conflicts generall…","Iran war unlikely to have prolonged impact on stock markets, analysts say Staying invested in the stock market is likely the best strategy for investors amid volatility from the war in the Middle East, analysts said. SINGAPORE: Staying invested in the stock market is likely the best strategy for investors amid volatility arising from the war in the Middle East, according to analysts. ""Military conflicts generall…",https://www.channelnewsasia.com/singapore/stock-markets-asia-iran-war-conflict-5991576,2026-03-13 12:25:13+00:00,2026-03-13,Neutral,0.0,0
Hurriyet Daily News,"Oil dips under $100, stocks fall tracking Mideast war developments","Oil dipped under $100 Friday, but remained far above pre-Mideast war levels with no end in sight to disrupted crude supplies.","WASHINGTON Oil dipped under $100 Friday, but remained far above pre-Mideast war levels with no end in sight to disrupted crude supplies. With the conflict heading towards its third week, equity mar…","Oil dips under $100, stocks fall tracking Mideast war developments Oil dipped under $100 Friday, but remained far above pre-Mideast war levels with no end in sight to disrupted crude supplies. WASHINGTON Oil dipped under $100 Friday, but remained far above pre-Mideast war levels with no end in sight to disrupted crude supplies. With the conflict heading towards its third week, equity mar…",https://www.hurriyetdailynews.com/oil-dips-under-100-stocks-fall-tracking-mideast-war-developments-219940,2026-03-13 12:52:20+00:00,2026-03-13,Neutral,0.0,0
CBS News,Why a mortgage rate lock before the March Fed meeting makes sense,Does a mortgage interest rate lock before the March Fed meeting make sense for borrowers? It can. Here's why.,"A mortgage interest rate lock in today's rising rate climate could make sense for borrowers. Pla2na/Getty Images Slowly but gradually, mortgage interest rates look like they're heading up again. Af…","Why a mortgage rate lock before the March Fed meeting makes sense Does a mortgage interest rate lock before the March Fed meeting make sense for borrowers? It can. Here's why. A mortgage interest rate lock in today's rising rate climate could make sense for borrowers. Pla2na/Getty Images Slowly but gradually, mortgage interest rates look like they're heading up again. Af…",https://www.cbsnews.com/news/why-mortgage-rate-lock-before-march-2026-fed-meeting-makes-sense/,2026-03-13 13:21:10+00:00,2026-03-13,Neutral,0.0,0
CNA,"Stocks dip, dollar strong as Iran conflict keeps oil prices high","BOSTON/LONDON, March 13 : Global stocks fell and oil prices stayed high on Friday as uncertainty over the Iran war continued to disrupt energy supplies, heightening concerns over fuel inflation and interest rates.The price of oil hovered around $100 per barre…","BOSTON/LONDON, March 13 : Global stocks fell and oil prices stayed high on Friday as uncertainty over the Iran war continued to disrupt energy supplies, heightening concerns over fuel inflation and i…","Stocks dip, dollar strong as Iran conflict keeps oil prices high BOSTON/LONDON, March 13 : Global stocks fell and oil prices stayed high on Friday as uncertainty over the Iran war continued to disrupt energy supplies, heightening concerns over fuel inflation and interest rates.The price of oil hovered around $100 per barre… BOSTON/LONDON, March 13 : Global stocks fell and oil prices stayed high on Friday as uncertainty over the Iran war continued to disrupt energy supplies, heightening concerns over fuel inflation and i…",https://www.channelnewsasia.com/business/stocks-dip-dollar-strong-iran-conflict-keeps-oil-prices-high-5990711,2026-03-13 13:52:29+00:00,2026-03-13,Neutral,0.0,0
The Times of India,US Stocks: US Fed's preferred inflation gauge edges down,"The US Federal Reserve's preferred inflation gauge came in slightly lower than expected in January, registering 2.8 percent growth over a year ago, according to data released Friday ahead of a key central bank rate-setting meeting next week.","The US Federal Reserve's preferred inflation gauge came in slightly lower than expected in January, registering 2.8 percent growth over a year ago, according to data released Friday ahead of a key ce…","US Stocks: US Fed's preferred inflation gauge edges down The US Federal Reserve's preferred inflation gauge came in slightly lower than expected in January, registering 2.8 percent growth over a year ago, according to data released Friday ahead of a key central bank rate-setting meeting next week. The US Federal Reserve's preferred inflation gauge came in slightly lower than expected in January, registering 2.8 percent growth over a year ago, according to data released Friday ahead of a key ce…",https://economictimes.indiatimes.com/markets/us-stocks/news/us-stocks-us-feds-preferred-inflation-gauge-edges-down/articleshow/129556577.cms,2026-03-13 14:11:17+00:00,2026-03-13,Neutral,0.0,0
CoinDesk,"Bitcoin rises to one-month high of $73,800, continuing to outperform since start of Iran war","Falling oil prices are helping, but a bounce seemed in the cards after some of the worst sentiment in bitcoin's history.","Bitcoin BTC $73,738.49 is adding to overnight gains in early U.S. trading on Friday, continuing to show strong relative price action after many months of underperformance to assets like stocks and p…","Bitcoin rises to one-month high of $73,800, continuing to outperform since start of Iran war Falling oil prices are helping, but a bounce seemed in the cards after some of the worst sentiment in bitcoin's history. Bitcoin BTC $73,738.49 is adding to overnight gains in early U.S. trading on Friday, continuing to show strong relative price action after many months of underperformance to assets like stocks and p…",https://www.coindesk.com/markets/2026/03/13/bitcoin-rises-to-usd73-300-continuing-to-outperform-since-iran-war-and-taking-aim-at-one-month-high,2026-03-13 14:27:11+00:00,2026-03-13,Neutral,0.0,0
The Times of India,"Why US stock market surging today: Dow Jones, S&P 500, Nasdaq rise as Russell 2000 leads - PCE inflation data boosts Fed rate-cut hopes","Why US stock market surging today: The Dow Jones stands at 46,809.47, up 131 points. The S&P 500 reaches 6,681.73. The Nasdaq climbs to 22,324.48. The Russell 2000 jumps 1.16%, leading the rally. Nearly 70% of US stocks are advancing. Fresh PCE inflation data…",Why US stock market surging today: The US stock market today is moving higher as investors react to fresh economic data and rising expectations that the Federal Reserve could cut interest rates later…,"Why US stock market surging today: Dow Jones, S&P 500, Nasdaq rise as Russell 2000 leads - PCE inflation data boosts Fed rate-cut hopes Why US stock market surging today: The Dow Jones stands at 46,809.47, up 131 points. The S&P 500 reaches 6,681.73. The Nasdaq climbs to 22,324.48. The Russell 2000 jumps 1.16%, leading the rally. Nearly 70% of US stocks are advancing. Fresh PCE inflation data… Why US stock market surging today: The US stock market today is moving higher as investors react to fresh economic data and rising expectations that the Federal Reserve could cut interest rates later…",https://economictimes.indiatimes.com/news/international/us/why-us-stock-market-surging-today-dow-jones-sp-500-nasdaq-rise-as-russell-2000-leads-pce-inflation-data-boosts-fed-rate-cut-hopes/articleshow/129557556.cms,2026-03-13 14:57:59+00:00,2026-03-13,Neutral,0.0,0
Cointelegraph,"Bitcoin price eyes $74K rematch as US PCE inflation boosts crypto, stocks","Bitcoin bulls squeezed the market toward $74,000 again as promising US inflation data buoyed risk assets, but BTC price forecasts stayed mixed.",Bitcoin (BTC) aimed for five-week highs at Thursdays Wall Street open as US inflation trends stayed on track. Key points: <ul><li>US inflation data keeps crypto and stocks higher as BTC price actio…,"Bitcoin price eyes $74K rematch as US PCE inflation boosts crypto, stocks Bitcoin bulls squeezed the market toward $74,000 again as promising US inflation data buoyed risk assets, but BTC price forecasts stayed mixed. Bitcoin (BTC) aimed for five-week highs at Thursdays Wall Street open as US inflation trends stayed on track. Key points: <ul><li>US inflation data keeps crypto and stocks higher as BTC price actio…",https://cointelegraph.com/markets/bitcoin-price-eyes-74k-rematch-us-pce-inflation-boosts-crypto-stocks,2026-03-13 14:58:30+00:00,2026-03-13,Neutral,0.0,0
CoinDesk,"Circle's USDC volumes top Tether's USDT for first time since 2019, prompting sell-side price target hike","Japanese investment bank Mizuho remains neutral on Circle, but lifted it price target to $120 from $100.","Circles (CRCL) USDC has overtaken Tethers USDT in transaction volumes for the first time since 2019, prompting Japanese investment bank Mizuho to raise its price target for the stablecoin issuer to $…","Circle's USDC volumes top Tether's USDT for first time since 2019, prompting sell-side price target hike Japanese investment bank Mizuho remains neutral on Circle, but lifted it price target to $120 from $100. Circles (CRCL) USDC has overtaken Tethers USDT in transaction volumes for the first time since 2019, prompting Japanese investment bank Mizuho to raise its price target for the stablecoin issuer to $…",https://www.coindesk.com/markets/2026/03/13/circle-s-usdc-volumes-top-tether-s-usdt-for-first-time-since-2019-prompting-sell-side-price-target-hike,2026-03-13 15:18:29+00:00,2026-03-13,Neutral,0.0,0
The Times of India,Why S&P 500 and Nasdaq down today while Dow Jones holds steady: US stock market turns cautious as VIX at 26.49 and Russell 2000 slips 0.34%,"Why S&P 500 and Nasdaq down today while Dow Jones holds steady: US stock market today shows mixed moves. The Dow Jones stands near 46,702, slightly higher. The S&P 500 falls to 6,658, down about 14 points. The Nasdaq drops 100 points to 22,211. The VIX volati…","Why S&amp;P 500 and Nasdaq down today while Dow Jones holds steady: The US stock market today is showing a mixed picture as investors react to rising geopolitical tensions, volatile oil prices, and h…","Why S&P 500 and Nasdaq down today while Dow Jones holds steady: US stock market turns cautious as VIX at 26.49 and Russell 2000 slips 0.34% Why S&P 500 and Nasdaq down today while Dow Jones holds steady: US stock market today shows mixed moves. The Dow Jones stands near 46,702, slightly higher. The S&P 500 falls to 6,658, down about 14 points. The Nasdaq drops 100 points to 22,211. The VIX volati… Why S&amp;P 500 and Nasdaq down today while Dow Jones holds steady: The US stock market today is showing a mixed picture as investors react to rising geopolitical tensions, volatile oil prices, and h…",https://economictimes.indiatimes.com/news/international/us/why-sp-500-and-nasdaq-down-today-while-dow-jones-holds-steady-us-stock-market-turns-cautious-as-vix-at-26-49-and-russell-2000-slips-0-34/articleshow/129559353.cms,2026-03-13 15:38:21+00:00,2026-03-13,Neutral,0.0,0
Yahoo Entertainment,Nasdaq dips into the red as investors digest slower GDP and steady inflation,,"If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…","Nasdaq dips into the red as investors digest slower GDP and steady inflation If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1cc269fd-7847-483d-92a0-ded39e2c9882,2026-03-13 15:54:00+00:00,2026-03-13,Neutral,0.0,0
The Times of India,"US stocks today: S&P 500, Nasdaq slip as investors assess data, Iran war fallout","US stocks experienced a downturn on Friday, with major indices set to end the week lower amid mixed economic data and escalating Middle East conflict. Investors are now anticipating fewer Federal Reserve rate cuts this year, as rising energy costs and slowing…","The benchmark S&amp;P 500 fell in choppy trading on Friday and was on track to end the week lower, along with the Nasdaq and the Dow, as investors weighed a mixed run of economic data against a widen…","US stocks today: S&P 500, Nasdaq slip as investors assess data, Iran war fallout US stocks experienced a downturn on Friday, with major indices set to end the week lower amid mixed economic data and escalating Middle East conflict. Investors are now anticipating fewer Federal Reserve rate cuts this year, as rising energy costs and slowing… The benchmark S&amp;P 500 fell in choppy trading on Friday and was on track to end the week lower, along with the Nasdaq and the Dow, as investors weighed a mixed run of economic data against a widen…",https://economictimes.indiatimes.com/markets/us-stocks/news/us-stocks-today-sp-500-nasdaq-slip-as-investors-assess-data-iran-war-fallout/articleshow/129560549.cms,2026-03-13 16:33:49+00:00,2026-03-12,Neutral,0.0,0
Yahoo Entertainment,Mizuho Raises HA Sustainable Infrastructure Capital (HASI) Price Target to $41,"HA Sustainable Infrastructure Capital, Inc. (NYSE:HASI) is one of the 10 Best Asset Management Stocks to Buy Right Now. On March 4, 2026, Mizuho raised its...","HA Sustainable Infrastructure Capital, Inc. (NYSE:HASI) is one of the 10 Best Asset Management Stocks to Buy Right Now. Mizuho Raises HA Sustainable Infrastructure Capital (HASI) Price Target to $41…","Mizuho Raises HA Sustainable Infrastructure Capital (HASI) Price Target to $41 HA Sustainable Infrastructure Capital, Inc. (NYSE:HASI) is one of the 10 Best Asset Management Stocks to Buy Right Now. On March 4, 2026, Mizuho raised its... HA Sustainable Infrastructure Capital, Inc. (NYSE:HASI) is one of the 10 Best Asset Management Stocks to Buy Right Now. Mizuho Raises HA Sustainable Infrastructure Capital (HASI) Price Target to $41…",https://finance.yahoo.com/news/mizuho-raises-sustainable-infrastructure-capital-172334987.html,2026-03-13 17:23:34+00:00,2026-03-12,Neutral,0.0,0
The Times of India,"Why are US stock market indexes down today, and will S&P 500, Dow Jones and Nasdaq stay in red or turn green again? Wall Street crash, biggest losers, gainers, analysts insights, market outlook","Why are US stock market indexes down today, and will S&P 500, Dow Jones and Nasdaq stay in red or turn green again? Wall Street closed lower as oil prices rose during the Iran war. Inflation concerns, weak economic data, and technology stock declines pushed m…","Why are US stock market indexes down today, and will S&amp;P 500, Dow Jones and Nasdaq stay in red or turn green again? Investors are asking this question after Wall Street closed lower and recorded …","Why are US stock market indexes down today, and will S&P 500, Dow Jones and Nasdaq stay in red or turn green again? Wall Street crash, biggest losers, gainers, analysts insights, market outlook Why are US stock market indexes down today, and will S&P 500, Dow Jones and Nasdaq stay in red or turn green again? Wall Street closed lower as oil prices rose during the Iran war. Inflation concerns, weak economic data, and technology stock declines pushed m… Why are US stock market indexes down today, and will S&amp;P 500, Dow Jones and Nasdaq stay in red or turn green again? Investors are asking this question after Wall Street closed lower and recorded …",https://economictimes.indiatimes.com/news/international/us/why-are-us-stock-market-indexes-down-today-and-will-sp-500-dow-jones-and-nasdaq-stay-in-red-or-turn-green-again-wall-street-crash-biggest-losers-gainers-analysts-insights-market-outlook-oil-prices-global-energy-supply/articleshow/129564587.cms,2026-03-13 21:43:52+00:00,2026-03-12,Neutral,0.0,0
CNA,"Wall Street closes lower, posts weekly loss as war on Iran fuels inflation worries","“It’s very much an emotional market,” said strategist Paul Nolte.","Trump's comments prompted Iran to tighten its grip on the Strait of Hormuz, conduit for one-fifth of the world's oil. On Thursday, the International Energy Agency said the war will cause the largest-…","Wall Street closes lower, posts weekly loss as war on Iran fuels inflation worries “It’s very much an emotional market,” said strategist Paul Nolte. Trump's comments prompted Iran to tighten its grip on the Strait of Hormuz, conduit for one-fifth of the world's oil. On Thursday, the International Energy Agency said the war will cause the largest-…",https://www.channelnewsasia.com/world/wall-street-us-stocks-iran-israel-war-oil-energy-prices-5992901,2026-03-13 21:48:00+00:00,2026-03-12,Neutral,0.0,0
